Data,CodigoProduto,CodigoSecao,CodigoGrupo,CodigoSubGrupo,CodigoFabricante,CodigoFornecedor,CodigoKitPrincipal,CodigoVenda,Quantidade,QuantidadeLiquida,QuantDevolvida,ValorUnitario,ValorTotal,Desconto,Acrescimo,DescontoGeral,AcrescimoGeral,DescontoAplicado,AcrescimoAplicado,TotalPedido,ValorCusto,ValorCustoGerencial,TotalCusto,Rentabilidade,ValorKitPrincipal,VendaCancelada,ItemCancelado,PrecoemPromocao,EmPromocao,DiaDaSemana,Mes,Dia,Feriado,VesperaDeFeriado,QuantidadeLiquida_Lag1,QuantidadeLiquida_Lag2,QuantidadeLiquida_Lag3
2021-12-07,26173,21,289,0,753,0,0,50.0,65.0,65.0,0.0,1.9829411764705882,128.82999999999998,18.0909,0.0,0.0,0.0,18.0909,0.0,11455.75,1.5,1.5,8259.38,0.322,0.0,0.0,1.0,0.0,0.0,1,12,7,0,0,189.0,103.0,199.0
2021-12-08,26173,21,289,0,753,0,0,52.0,62.0,62.0,0.0,1.98188679245283,122.78999999999999,21.6085,0.0,0.0,0.0,21.6085,0.0,12024.23,1.5,1.5,8785.23,0.3213,0.0,0.0,0.0,0.0,0.0,2,12,8,0,0,65.0,189.0,103.0
2021-12-09,26173,21,289,0,753,0,0,57.0,82.0,82.0,0.0,1.9801694915254238,162.24,29.1464,0.0,0.0,0.0,29.1464,0.0,14376.43,1.5,1.5,10395.32,0.3201,0.0,0.0,0.0,0.0,0.0,3,12,9,0,0,62.0,65.0,189.0
2021-12-10,26173,21,289,0,753,0,0,76.0,128.0,128.0,0.0,1.9766249999999999,253.06,53.7281,0.0,0.0,0.0,53.7281,0.0,28388.329999999998,1.5,1.5,20603.36,0.3177,0.0,0.0,0.0,0.0,0.0,4,12,10,0,0,82.0,62.0,65.0
2021-12-11,26173,21,289,0,753,0,0,122.0,174.0,174.0,0.0,1.497557251908397,260.73,3241.9561999999996,0.0,0.0,0.0,3241.9562,0.0,35471.3,1.2091603053435116,1.2091603053435116,25684.38,0.2385,0.0,0.0,0.0,1.0,1.0,5,12,11,0,0,128.0,82.0,62.0
2021-12-12,26173,21,289,0,753,0,0,84.0,131.0,131.0,0.0,1.9808333333333332,259.44,38.6943,0.0,0.0,0.0,38.6943,0.0,13692.44,1.2,1.2,9482.68,0.6507,0.0,0.0,0.0,0.0,0.0,6,12,12,0,0,174.0,128.0,82.0
2021-12-13,26173,21,289,0,753,0,0,48.0,56.0,56.0,0.0,1.6712244897959183,92.82,784.9239,0.0,0.0,0.0,784.9239,0.0,10706.539999999999,0.9918367346938776,0.9918367346938776,7765.0599999999995,0.685,0.0,0.0,0.0,1.0,1.0,0,12,13,0,0,131.0,174.0,128.0
2021-12-14,26173,21,289,0,753,0,0,61.0,83.0,83.0,0.0,1.49,123.67,1608.0384,0.0,0.0,0.0,1608.0384,0.0,11586.19,0.9,0.9,8463.53,0.6556,0.0,0.0,0.0,1.0,1.0,1,12,14,0,0,56.0,131.0,174.0
2021-12-15,26173,21,289,0,753,0,0,49.0,82.0,82.0,0.0,1.49,122.17999999999999,1256.28,0.0,0.0,0.0,1256.28,0.0,11495.25,0.9,0.9,8208.789999999999,0.6556,0.0,0.0,0.0,1.0,1.0,2,12,15,0,0,83.0,56.0,131.0
2021-12-16,26173,21,289,0,753,0,0,70.0,97.0,97.0,0.0,1.49,144.53,1909.5456,0.0,0.0,0.0,1909.5456,0.0,15722.71,0.9,0.9,11233.45,0.6556,0.0,0.0,0.0,1.0,1.0,3,12,16,0,0,82.0,83.0,56.0
2021-12-17,26173,21,289,0,753,0,0,84.0,159.0,159.0,0.0,1.0117391304347827,159.41,4472.3655,0.0,0.0,0.0,4472.3655,0.0,20487.08,0.7565217391304347,0.7565217391304347,14935.27,0.3374,0.0,0.0,0.0,1.0,1.0,4,12,17,0,0,97.0,82.0,83.0
2021-12-18,26173,21,289,0,753,0,0,123.0,181.0,181.0,0.0,1.1603125,208.8,5286.3113,0.0,0.0,0.0,5286.3113,0.0,28690.13,0.75,0.75,20402.2,0.5471,0.0,1.0,2.0,1.0,1.0,5,12,18,0,0,159.0,97.0,82.0
2021-12-19,26173,21,289,0,753,0,0,76.0,110.0,110.0,0.0,0.99,108.9,3869.3501,0.0,0.0,0.0,3869.3501,0.0,16171.33,0.75,0.75,11585.52,0.32,0.0,0.0,1.0,1.0,1.0,6,12,19,0,0,181.0,159.0,97.0
2021-12-20,26173,21,289,0,753,0,0,77.0,129.0,129.0,0.0,1.0025,128.71,3969.8527,0.0,0.0,0.0,3969.8527,0.0,13588.51,0.75,0.75,9655.21,0.3367,0.0,0.0,0.0,1.0,1.0,0,12,20,0,0,110.0,181.0,159.0
2021-12-21,26173,21,289,0,753,0,0,94.0,140.0,140.0,0.0,1.059090909090909,152.2,4631.16,0.0,0.0,0.0,4631.16,0.0,20761.22,0.75,0.75,14792.84,0.4121,0.0,0.0,0.0,1.0,1.0,1,12,21,0,0,129.0,110.0,181.0
2021-12-22,26173,21,289,0,753,0,0,104.0,155.0,155.0,0.0,1.4461467889908257,228.97,2928.6461,0.0,0.0,0.0,2928.6461,0.0,30578.62,0.75,0.75,21855.59,0.9282,0.0,0.0,2.0,1.0,1.0,2,12,22,0,0,140.0,129.0,110.0
2021-12-23,26173,21,289,0,753,0,0,191.0,292.0,292.0,0.0,1.3189855072463768,383.68,6879.404,0.0,0.0,0.0,6879.404,0.0,63289.23,0.75,0.75,45521.35,0.7586,0.0,0.0,2.0,1.0,1.0,3,12,23,0,1,155.0,140.0,129.0
2021-12-24,26173,21,289,0,753,0,0,262.0,386.0,386.0,0.0,1.9802826855123674,764.49,138.4453,0.0,0.0,0.0,138.4453,0.0,71323.35,1.4867491166077738,1.4867491166077738,51269.13,0.332,0.0,0.0,0.0,0.0,0.0,4,12,24,0,1,292.0,155.0,140.0
2021-12-25,26173,21,289,0,753,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,25,1,0,386.0,292.0,155.0
2021-12-26,26173,21,289,0,753,0,0,87.0,128.0,128.0,0.0,1.9825,253.71,34.674,0.0,0.0,0.0,34.674,0.0,12535.58,1.5,1.5,8735.85,0.3217,0.0,0.0,0.0,0.0,0.0,6,12,26,0,0,0.0,386.0,292.0
2021-12-27,26173,21,289,0,753,0,0,107.0,137.0,137.0,0.0,1.9476991150442478,271.51,40.202,0.0,0.0,0.0,40.202,0.0,18213.21,1.5,1.5,12816.03,0.2985,0.0,0.0,0.0,0.0,0.0,0,12,27,0,0,128.0,0.0,386.0
2021-12-28,26173,21,289,0,753,0,0,85.0,128.0,128.0,0.0,2.1215217391304346,271.48,55.4106,0.0,0.0,0.0,55.4106,0.0,19881.34,1.5,1.5,14477.039999999999,0.4143,0.0,0.0,2.0,0.0,0.0,1,12,28,0,0,137.0,128.0,0.0
2021-12-29,26173,21,289,0,753,0,0,86.0,122.0,122.0,0.0,2.1386170212765956,260.86,48.2949,0.0,0.0,0.0,48.2949,0.0,21622.7,1.5,1.5,15368.1,0.4257,0.0,0.0,1.0,0.0,0.0,2,12,29,0,0,128.0,137.0,128.0
2021-12-30,26173,21,289,0,753,0,0,127.0,190.0,190.0,0.0,2.137446808510638,405.81,80.8534,0.0,0.0,0.0,80.8534,0.0,32494.170000000002,1.1329787234042554,1.1329787234042554,23249.25,0.8866,0.0,0.0,0.0,0.0,0.0,3,12,30,0,1,122.0,128.0,137.0
2021-12-31,26173,21,289,0,753,0,0,245.0,409.0,409.0,0.0,2.141654135338346,875.28,102.6142,0.0,0.0,0.0,102.6142,0.0,64438.76,0.75,0.75,45819.53,1.8555,0.0,1.0,1.0,0.0,0.0,4,12,31,0,1,190.0,122.0,128.0
2022-01-01,26173,21,289,0,753,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0,409.0,190.0,122.0
2022-01-02,26173,21,289,0,753,0,0,91.0,125.0,125.0,0.0,2.140816326530612,267.52,40.6205,0.0,0.0,0.0,40.6205,0.0,12704.800000000001,0.75,0.75,8936.63,1.8544,0.0,0.0,0.0,0.0,0.0,6,1,2,0,0,0.0,409.0,190.0
2022-01-03,26173,21,289,0,753,0,0,78.0,110.0,110.0,0.0,2.1411494252873564,235.44,34.8065,0.0,0.0,0.0,34.8065,0.0,18711.02,0.75,0.75,13051.05,1.8549,0.0,0.0,0.0,0.0,0.0,0,1,3,0,0,125.0,0.0,409.0
2022-01-04,26173,21,289,0,753,0,0,89.0,126.0,126.0,0.0,2.1428421052631577,269.93,31.0234,0.0,0.0,0.0,31.0234,0.0,20633.59,0.7578947368421053,0.7578947368421053,14487.03,1.8274,0.0,0.0,0.0,0.0,0.0,1,1,4,0,0,110.0,125.0,0.0
2022-01-05,26173,21,289,0,753,0,0,67.0,91.0,91.0,0.0,2.14,194.62,31.6669,0.0,0.0,0.0,31.6669,0.0,14260.85,0.8804347826086957,0.8804347826086957,10155.71,1.4306,0.0,0.0,0.0,0.0,0.0,2,1,5,0,0,126.0,110.0,125.0
2022-01-06,26173,21,289,0,753,0,0,94.0,142.0,142.0,0.0,0.9853684210526316,139.84,43.9394,0.0,0.0,0.0,43.9394,0.0,25537.86,0.8,0.8,18365.19,0.2317,0.0,0.0,0.0,0.0,0.0,3,1,6,0,0,91.0,126.0,110.0
2022-01-07,26173,21,289,0,753,0,0,110.0,165.0,165.0,0.0,0.9860169491525423,162.68,47.4748,0.0,0.0,0.0,47.4748,0.0,32932.39,0.8,0.8,24005.760000000002,0.2325,0.0,0.0,0.0,0.0,0.0,4,1,7,0,0,142.0,91.0,126.0
2022-01-08,26173,21,289,0,753,0,0,170.0,270.0,270.0,0.0,0.9854010695187166,265.85,87.2895,0.0,0.0,0.0,87.2895,0.0,52123.49,0.7999999999999999,0.7999999999999999,37875.09,0.2318,0.0,0.0,0.0,0.0,0.0,5,1,8,0,0,165.0,142.0,91.0
2022-01-09,26173,21,289,0,753,0,0,73.0,111.0,111.0,0.0,0.9846835443037973,109.11,42.4242,0.0,0.0,0.0,42.4242,0.0,13183.27,0.8,0.8,9388.05,0.2309,0.0,0.0,0.0,0.0,0.0,6,1,9,0,0,270.0,165.0,142.0
2022-01-10,26173,21,289,0,753,0,0,66.0,107.0,107.0,0.0,2.096075949367089,221.98999999999998,37.0904,0.0,0.0,0.0,37.0904,0.0,16759.12,1.4734177215189874,1.4734177215189874,12171.6,0.4226,0.0,0.0,0.0,0.0,0.0,0,1,10,0,0,111.0,270.0,165.0
2022-01-11,26173,21,289,0,753,0,0,52.0,66.0,66.0,0.0,2.1387719298245615,141.09,29.6515,0.0,0.0,0.0,29.6515,0.0,8258.69,1.5,1.5,5936.43,0.4258,0.0,0.0,0.0,0.0,0.0,1,1,11,0,0,107.0,111.0,270.0
2022-01-12,26173,21,289,0,753,0,0,63.0,80.0,80.0,0.0,2.141060606060606,171.16,26.666800000000002,0.0,0.0,0.0,26.6668,0.0,11436.59,1.5,1.5,8145.79,0.4274,0.0,0.0,0.0,0.0,0.0,2,1,12,0,0,66.0,107.0,111.0
2022-01-13,26173,21,289,0,753,0,0,48.0,64.0,64.0,0.0,2.141764705882353,136.97,19.1862,0.0,0.0,0.0,19.1862,0.0,10852.89,1.5,1.5,7662.35,0.4278,0.0,0.0,1.0,0.0,0.0,3,1,13,0,0,80.0,66.0,107.0
2022-01-14,26173,21,289,0,753,0,0,69.0,110.0,110.0,0.0,2.141232876712329,235.24,30.5352,0.0,0.0,0.0,30.5352,0.0,20899.92,1.5,1.5,14835.23,0.4275,0.0,0.0,0.0,0.0,0.0,4,1,14,0,0,64.0,80.0,66.0
2022-01-15,26173,21,289,0,753,0,0,124.0,166.0,166.0,0.0,2.1394656488549617,354.96999999999997,63.2177,0.0,0.0,0.0,63.2177,0.0,30250.84,1.5,1.5,21641.96,0.4263,0.0,0.0,1.0,0.0,0.0,5,1,15,0,0,110.0,64.0,80.0
2022-01-16,26173,21,289,0,753,0,0,64.0,88.0,88.0,0.0,2.139393939393939,188.0,31.4729,0.0,0.0,0.0,31.4729,0.0,7474.37,1.5,1.5,5229.9,0.4263,0.0,0.0,0.0,0.0,0.0,6,1,16,0,0,166.0,110.0,64.0
2022-01-17,26173,21,289,0,753,0,0,70.0,101.0,101.0,0.0,2.1419444444444444,216.35999999999999,26.4343,0.0,0.0,0.0,26.4343,0.0,10789.7,1.5,1.5,7703.8,0.428,0.0,0.0,0.0,0.0,0.0,0,1,17,0,0,88.0,166.0,110.0
2022-01-18,26173,21,289,0,753,0,0,62.0,87.0,87.0,0.0,2.143125,186.39999999999998,20.3258,0.0,0.0,0.0,20.3258,0.0,9998.68,1.5,1.5,7130.2699999999995,0.4288,0.0,0.0,0.0,0.0,0.0,1,1,18,0,0,101.0,88.0,166.0
2022-01-19,26173,21,289,0,753,0,0,54.0,83.0,83.0,0.0,2.1408196721311477,177.73,25.116500000000002,0.0,0.0,0.0,25.1165,0.0,11355.97,1.5,1.5,8291.63,0.4272,0.0,0.0,0.0,0.0,0.0,2,1,19,0,0,87.0,101.0,88.0
2022-01-20,26173,21,289,0,753,0,0,71.0,98.0,98.0,0.0,2.08828947368421,210.09999999999997,17.597,0.0,0.0,0.0,17.597,0.0,15105.2,1.5,1.5,10880.14,0.3922,0.0,1.0,1.0,0.0,0.0,3,1,20,0,0,83.0,87.0,101.0
2022-01-21,26173,21,289,0,753,0,0,97.0,150.0,150.0,0.0,2.142450980392157,321.31,35.853,0.0,0.0,0.0,35.853,0.0,25075.73,1.5,1.5,18112.24,0.4283,0.0,0.0,1.0,0.0,0.0,4,1,21,0,0,98.0,83.0,87.0
2022-01-22,26173,21,289,0,753,0,0,119.0,183.0,183.0,0.0,2.1373387096774192,390.92,72.8147,0.0,0.0,0.0,72.8147,0.0,27005.7,1.5,1.5,19446.62,0.4249,0.0,0.0,0.0,0.0,0.0,5,1,22,0,0,150.0,98.0,83.0
2022-01-23,26173,21,289,0,753,0,0,68.0,113.0,113.0,0.0,2.1394444444444445,241.63,33.7596,0.0,0.0,0.0,33.7596,0.0,10929.14,1.5,1.5,7590.61,0.4263,0.0,0.0,0.0,0.0,0.0,6,1,23,0,0,183.0,150.0,98.0
2022-01-24,26173,21,289,0,753,0,0,61.0,100.0,100.0,0.0,2.13984126984127,213.64,28.969,0.0,0.0,0.0,28.969,0.0,7257.31,1.5,1.5,4908.03,0.4266,0.0,0.0,0.0,0.0,0.0,0,1,24,0,0,113.0,183.0,150.0
2022-01-25,26173,21,289,0,753,0,0,79.0,114.0,114.0,0.0,2.1420481927710844,244.32,30.1166,0.0,0.0,0.0,30.1166,0.0,17298.32,1.5,1.5,12792.76,0.428,0.0,0.0,1.0,0.0,0.0,1,1,25,0,0,100.0,113.0,183.0
2022-01-26,26173,21,289,0,753,0,0,69.0,115.0,115.0,0.0,2.1382894736842104,245.85,40.6592,0.0,0.0,0.0,40.6592,0.0,16717.91,1.5,1.5,11943.33,0.4255,0.0,1.0,2.0,0.0,0.0,2,1,26,0,0,114.0,100.0,113.0
2022-01-27,26173,21,289,0,753,0,0,48.0,84.0,84.0,0.0,2.6458,222.10999999999999,23.594,0.0,0.0,0.0,23.594,0.0,10962.08,1.735,1.735,7796.17,0.525,0.0,0.0,0.0,0.0,0.0,3,1,27,0,0,115.0,114.0,100.0
2022-01-28,26173,21,289,0,753,0,0,66.0,118.0,118.0,0.0,2.6829166666666664,316.01,20.0619,0.0,0.0,0.0,20.0619,0.0,14737.32,1.75,1.75,10665.039999999999,0.5331,0.0,0.0,3.0,0.0,0.0,4,1,28,0,0,84.0,115.0,114.0
2022-01-29,26173,21,289,0,753,0,0,98.0,166.0,166.0,0.0,2.683333333333333,445.27,25.9135,0.0,0.0,0.0,25.9135,0.0,26277.4,1.75,1.75,19180.65,0.5333,0.0,0.0,0.0,0.0,0.0,5,1,29,0,0,118.0,84.0,115.0
2022-01-30,26173,21,289,0,753,0,0,64.0,490.0,490.0,0.0,2.679705882352941,1315.94,28.0825,0.0,0.0,0.0,28.0825,0.0,10328.75,1.75,1.75,7039.6,0.5313,0.0,0.0,1.0,0.0,0.0,6,1,30,0,0,166.0,118.0,84.0
2022-01-31,26173,21,289,0,753,0,0,70.0,101.0,101.0,0.0,2.6816666666666666,270.75,22.8249,0.0,0.0,0.0,22.8249,0.0,16463.45,1.75,1.75,12026.369999999999,0.5324,0.0,0.0,0.0,0.0,0.0,0,1,31,0,0,490.0,166.0,118.0
2022-02-01,26173,21,289,0,753,0,0,77.0,144.0,144.0,0.0,2.6173170731707316,372.67,49.0429,0.0,0.0,0.0,49.0429,0.0,16997.44,1.8810975609756098,1.8810975609756098,12203.63,0.3914,0.0,0.0,0.0,0.0,0.0,1,2,1,0,0,101.0,490.0,166.0
2022-02-02,26173,21,289,0,753,0,0,105.0,176.0,176.0,0.0,2.7766666666666664,488.65,53.6434,0.0,0.0,0.0,53.6434,0.0,22712.18,2.0,2.0,16120.56,0.3883,0.0,0.0,0.0,0.0,0.0,2,2,2,0,0,144.0,101.0,490.0
2022-02-03,26173,21,289,0,753,0,0,84.0,141.0,141.0,0.0,2.7822222222222224,392.01,27.165100000000002,1.7921,0.0,0.0,27.1651,1.7921,18293.71,2.0,2.0,12948.57,0.3911,0.0,0.0,0.0,0.0,0.0,3,2,3,0,0,176.0,144.0,101.0
2022-02-04,26173,21,289,0,753,0,0,119.0,210.0,210.0,0.0,2.773730158730159,582.43,75.3874,0.0,0.0,0.0,75.3874,0.0,32465.82,2.0,2.0,23600.95,0.3869,0.0,0.0,0.0,0.0,0.0,4,2,4,0,0,141.0,176.0,144.0
2022-02-05,26173,21,289,0,753,0,0,145.0,258.0,258.0,0.0,2.7784375,716.63,67.4186,0.0,0.0,0.0,67.4186,0.0,56462.36,2.0,2.0,40833.15,0.3892,0.0,0.0,2.0,0.0,0.0,5,2,5,0,0,210.0,141.0,176.0
2022-02-06,26173,21,289,0,753,0,0,84.0,146.0,146.0,0.0,2.776477272727273,404.46,43.370400000000004,0.0,0.0,0.0,43.3704,0.0,14781.57,2.0,2.0,10280.84,0.3882,0.0,0.0,0.0,0.0,0.0,6,2,6,0,0,258.0,210.0,141.0
2022-02-07,26173,21,289,0,753,0,0,84.0,146.0,146.0,0.0,2.7747872340425532,404.90999999999997,53.3446,0.0,0.0,0.0,53.3446,0.0,21184.62,2.0,2.0,14844.97,0.3874,0.0,0.0,0.0,0.0,0.0,0,2,7,0,0,146.0,258.0,210.0
2022-02-08,26173,21,289,0,753,0,0,96.0,158.0,158.0,0.0,2.7738,438.12,58.8761,0.0,0.0,0.0,58.8761,0.0,19131.06,2.0,2.0,13430.95,0.3869,0.0,0.0,1.0,0.0,0.0,1,2,8,0,0,146.0,146.0,258.0
2022-02-09,26173,21,289,0,753,0,0,81.0,113.0,113.0,0.0,2.7791566265060244,313.75,32.5222,0.0,0.0,0.0,32.5222,0.0,12724.72,2.0,2.0,9138.18,0.3896,0.0,0.0,0.0,0.0,0.0,2,2,9,0,0,158.0,146.0,146.0
2022-02-10,26173,21,289,0,753,0,0,62.0,125.0,125.0,0.0,2.769264705882353,345.67,52.295,0.0,0.0,0.0,52.295,0.0,12631.41,2.0,2.0,9000.71,0.3846,0.0,0.0,0.0,0.0,0.0,3,2,10,0,0,113.0,158.0,146.0
2022-02-11,26173,21,289,0,753,0,0,61.0,140.0,140.0,0.0,2.777878787878788,388.85,28.9142,0.0,0.0,0.0,28.9142,0.0,16680.32,2.0,2.0,12071.56,0.3889,0.0,0.0,0.0,0.0,0.0,4,2,11,0,0,125.0,113.0,158.0
2022-02-12,26173,21,289,0,753,0,0,138.0,298.0,298.0,0.0,2.778993288590604,827.8,60.4134,0.0,0.0,0.0,60.4134,0.0,38748.06,2.0,2.0,28089.28,0.3895,0.0,0.0,0.0,0.0,0.0,5,2,12,0,0,140.0,125.0,113.0
2022-02-13,26173,21,289,0,753,0,0,66.0,139.0,139.0,0.0,2.7817142857142856,386.23,21.0089,0.0,0.0,0.0,21.0089,0.0,11287.17,2.0,2.0,7988.91,0.3909,0.0,0.0,0.0,0.0,0.0,6,2,13,0,0,298.0,140.0,125.0
2022-02-14,26173,21,289,0,753,0,0,68.0,114.0,114.0,0.0,2.778450704225352,316.44,30.405900000000003,0.0,0.0,0.0,30.4059,0.0,12698.57,2.0,2.0,9042.68,0.3892,0.0,0.0,0.0,0.0,0.0,0,2,14,0,0,139.0,298.0,140.0
2022-02-15,26173,21,289,0,753,0,0,63.0,104.0,104.0,0.0,2.778769230769231,288.41,26.6873,0.0,0.0,0.0,26.6873,0.0,11711.72,2.0,2.0,8344.38,0.3894,0.0,0.0,0.0,0.0,0.0,1,2,15,0,0,114.0,139.0,298.0
2022-02-16,26173,21,289,0,753,0,0,47.0,91.0,91.0,0.0,2.776326530612245,251.87,23.477899999999998,0.0,0.0,0.0,23.4779,0.0,7428.360000000001,2.0,2.0,5474.53,0.3882,0.0,0.0,0.0,0.0,0.0,2,2,16,0,0,104.0,114.0,139.0
2022-02-17,26173,21,289,0,753,0,0,50.0,106.0,106.0,0.0,2.7709803921568628,293.04,34.6144,0.0,0.0,0.0,34.6144,0.0,9947.74,2.0,2.0,7102.76,0.3855,0.0,0.0,0.0,0.0,0.0,3,2,17,0,0,91.0,104.0,114.0
2022-02-18,26173,21,289,0,753,0,0,74.0,118.0,118.0,0.0,2.7708,326.64,52.5441,0.0,0.0,0.0,52.5441,0.0,19217.52,2.0,2.0,13899.64,0.3854,0.0,0.0,0.0,0.0,0.0,4,2,18,0,0,106.0,91.0,104.0
2022-02-19,26173,21,289,0,753,0,0,128.0,230.0,230.0,0.0,2.7754814814814814,637.59,72.2871,0.0,0.0,0.0,72.2871,0.0,31241.18,2.0,2.0,22130.18,0.3877,0.0,0.0,0.0,0.0,0.0,5,2,19,0,0,118.0,106.0,91.0
2022-02-20,26173,21,289,0,753,0,0,62.0,110.0,110.0,0.0,2.777727272727273,304.91,29.3122,0.0,0.0,0.0,29.3122,0.0,10049.83,2.0,2.0,6929.71,0.3889,0.0,0.0,0.0,0.0,0.0,6,2,20,0,0,230.0,118.0,106.0
2022-02-21,26173,21,289,0,753,0,0,54.0,76.0,76.0,0.0,2.7827272727272727,211.47,14.3965,0.0,0.0,0.0,14.3965,0.0,8102.95,2.0,2.0,5679.36,0.3914,0.0,0.0,0.0,0.0,0.0,0,2,21,0,0,110.0,230.0,118.0
2022-02-22,26173,21,289,0,753,0,0,50.0,86.0,86.0,0.0,2.774107142857143,238.14,32.7356,0.0,0.0,0.0,32.7356,0.0,9795.199999999999,2.0,2.0,6567.59,0.3871,0.0,0.0,0.0,0.0,0.0,1,2,22,0,0,76.0,110.0,230.0
2022-02-23,26173,21,289,0,753,0,0,58.0,81.0,81.0,0.0,2.780333333333333,224.9,21.063100000000002,0.0,0.0,0.0,21.0631,0.0,7700.05,2.0,2.0,5489.43,0.3902,0.0,0.0,0.0,0.0,0.0,2,2,23,0,0,86.0,76.0,110.0
2022-02-24,26173,21,289,0,753,0,0,62.0,102.0,102.0,0.0,2.77734375,283.48,29.45,0.0,0.0,0.0,29.45,0.0,11608.04,2.0,2.0,8205.12,0.3887,0.0,0.0,0.0,0.0,0.0,3,2,24,0,0,81.0,86.0,76.0
2022-02-25,26173,21,289,0,753,0,0,88.0,152.0,152.0,0.0,2.775729166666667,422.03,49.4379,0.0,0.0,0.0,49.4379,0.0,24365.32,2.0,2.0,17386.52,0.3879,0.0,0.0,0.0,0.0,0.0,4,2,25,0,0,102.0,81.0,86.0
2022-02-26,26173,21,289,0,753,0,0,126.0,208.0,208.0,0.0,2.7805839416058395,578.28,47.2515,0.0,0.0,0.0,47.2515,0.0,46341.950000000004,2.0,2.0,32889.72,0.3903,0.0,0.0,0.0,0.0,0.0,5,2,26,0,0,152.0,102.0,81.0
2022-02-27,26173,21,289,0,753,0,0,67.0,100.0,100.0,0.0,2.7766197183098593,277.59,34.7665,0.0,0.0,0.0,34.7665,0.0,12075.55,2.0,2.0,8379.42,0.3883,0.0,0.0,0.0,0.0,0.0,6,2,27,0,0,208.0,152.0,102.0
2022-02-28,26173,21,289,0,753,0,0,65.0,134.0,134.0,0.0,2.775,371.64,37.6101,0.0,0.0,0.0,37.6101,0.0,20507.84,2.0,2.0,14559.92,0.3875,0.0,0.0,0.0,0.0,0.0,0,2,28,0,0,100.0,208.0,152.0
2022-03-01,26173,21,289,0,753,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,0,0,134.0,100.0,208.0
2022-03-02,26173,21,289,0,753,0,0,66.0,114.0,114.0,0.0,2.7748529411764706,315.68,37.1921,0.0,0.0,0.0,37.1921,0.0,14390.48,2.0,2.0,10467.57,0.3874,0.0,0.0,0.0,0.0,0.0,2,3,2,0,0,0.0,134.0,100.0
2022-03-03,26173,21,289,0,753,0,0,84.0,136.0,136.0,0.0,2.772134831460674,376.76,58.3624,0.0,0.0,0.0,58.3624,0.0,26608.85,2.0,2.0,19056.95,0.3861,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,114.0,0.0,134.0
2022-03-04,26173,21,289,0,753,0,0,95.0,144.0,144.0,0.0,2.7784313725490195,399.84,42.9163,0.0,0.0,0.0,42.9163,0.0,28381.34,2.0,2.0,20970.42,0.3892,0.0,0.0,0.0,0.0,0.0,4,3,4,0,0,136.0,114.0,0.0
2022-03-05,26173,21,289,0,753,0,0,121.0,190.0,190.0,0.0,2.7783333333333333,527.29,54.3166,0.0,0.0,0.0,54.3166,0.0,42944.69,2.0,2.0,31282.23,0.3892,0.0,0.0,0.0,0.0,0.0,5,3,5,0,0,144.0,136.0,114.0
2022-03-06,26173,21,289,0,753,0,0,90.0,144.0,144.0,0.0,2.7786021505376346,400.08,38.8287,0.0,0.0,0.0,38.8287,0.0,19271.21,2.0,2.0,13468.94,0.3893,0.0,0.0,0.0,0.0,0.0,6,3,6,0,0,190.0,144.0,136.0
2022-03-07,26173,21,289,0,753,0,0,82.0,118.0,118.0,0.0,2.77406976744186,326.98,50.3577,0.0,0.0,0.0,50.3577,0.0,23622.69,2.0,2.0,17074.64,0.387,0.0,0.0,0.0,0.0,0.0,0,3,7,0,0,144.0,190.0,144.0
2022-03-08,26173,21,289,0,753,0,0,73.0,120.0,120.0,0.0,2.7739473684210525,332.39,44.7276,0.0,0.0,0.0,44.7276,0.0,17612.26,2.0,2.0,12515.71,0.387,0.0,0.0,0.0,0.0,0.0,1,3,8,0,0,118.0,144.0,190.0
2022-03-09,26173,21,289,0,753,0,0,70.0,111.0,111.0,0.0,2.776944444444444,308.44,34.2886,0.0,0.0,0.0,34.2886,0.0,13855.74,2.0,2.0,10074.24,0.3885,0.0,0.0,0.0,0.0,0.0,2,3,9,0,0,120.0,118.0,144.0
2022-03-10,26173,21,289,0,753,0,0,63.0,91.0,91.0,0.0,2.7801492537313433,252.82999999999998,24.253,0.0,0.0,0.0,24.253,0.0,17273.91,2.0,2.0,12438.54,0.3901,0.0,0.0,1.0,0.0,0.0,3,3,10,0,0,111.0,120.0,118.0
2022-03-11,26173,21,289,0,753,0,0,86.0,148.0,148.0,0.0,2.775934065934066,410.97,46.6541,0.0,0.0,0.0,46.6541,0.0,27812.69,2.0,2.0,20233.33,0.388,0.0,0.0,0.0,0.0,0.0,4,3,11,0,0,91.0,111.0,120.0
