Data,CodigoProduto,CodigoSecao,CodigoGrupo,CodigoSubGrupo,CodigoFabricante,CodigoFornecedor,CodigoKitPrincipal,CodigoVenda,Quantidade,QuantidadeLiquida,QuantDevolvida,ValorUnitario,ValorTotal,Desconto,Acrescimo,DescontoGeral,AcrescimoGeral,DescontoAplicado,AcrescimoAplicado,TotalPedido,ValorCusto,ValorCustoGerencial,TotalCusto,Rentabilidade,ValorKitPrincipal,VendaCancelada,ItemCancelado,PrecoemPromocao,EmPromocao,DiaDaSemana,Mes,Dia,Feriado,VesperaDeFeriado,QuantidadeLiquida_Lag1,QuantidadeLiquida_Lag2,QuantidadeLiquida_Lag3
2019-01-02,26173,21,289,0,753,0,0,63.0,80.0,80.0,0.0,1.9785714285714286,158.24,36.17999999999999,0.0,0.0,0.0,36.18,0.0,6882.88,1.5,1.5,4799.36,0.319,0.0,0.0,0.0,0.0,0.0,2,1,2,0,0,0.0,0.0,0.0
2019-01-03,26173,21,289,0,753,0,0,59.0,90.0,90.0,0.0,1.9783333333333333,178.0,35.18,0.0,0.0,0.0,35.18,0.0,6361.53,1.5,1.5,4579.6900000000005,0.3189,0.0,0.0,0.0,0.0,0.0,3,1,3,0,0,80.0,0.0,0.0
2019-01-04,26173,21,289,0,753,0,0,67.0,136.0,136.0,0.0,1.9819178082191782,269.84,29.65,0.0,0.0,0.0,29.65,0.0,10727.44,1.5,1.5,7673.73,0.3213,0.0,0.0,1.0,0.0,0.0,4,1,4,0,0,90.0,80.0,0.0
2019-01-05,26173,21,289,0,753,0,0,97.0,144.0,144.0,0.0,1.9809999999999999,285.42,45.48,0.0,0.0,0.0,45.48,0.0,16833.43,1.5,1.5,13602.07,0.3207,0.0,0.0,1.0,0.0,0.0,5,1,5,0,0,136.0,90.0,80.0
2019-01-06,26173,21,289,0,753,0,0,58.0,74.0,74.0,0.0,1.9825423728813558,146.66,22.11,0.0,0.0,0.0,22.11,0.0,5794.6,1.5,1.5,4446.1,0.3217,0.0,0.0,0.0,0.0,0.0,6,1,6,0,0,144.0,136.0,90.0
2019-01-07,26173,21,289,0,753,0,0,43.0,66.0,66.0,0.0,3.9932558139534886,263.62,27.959999999999997,0.0,0.0,0.0,27.96,0.0,5669.63,3.0,3.0,4109.5,0.3311,0.0,0.0,1.0,0.0,0.0,0,1,7,0,0,74.0,144.0,136.0
2019-01-08,26173,21,289,0,753,0,0,68.0,97.0,97.0,0.0,3.0583783783783787,299.77000000000004,30.15,0.0,0.0,0.0,30.15,0.0,11536.73,2.081081081081081,2.081081081081081,8319.47,0.4696,0.0,0.0,0.0,0.0,0.0,1,1,8,0,0,66.0,74.0,144.0
2019-01-09,26173,21,289,0,753,0,0,39.0,49.0,49.0,0.0,2.977692307692308,145.85,16.08,0.0,0.0,0.0,16.08,0.0,4379.96,2.0,2.0,3119.26,0.4888,0.0,0.0,0.0,0.0,0.0,2,1,9,0,0,97.0,66.0,74.0
2019-01-10,26173,21,289,0,753,0,0,32.0,45.0,45.0,0.0,2.9663636363636363,133.59,26.129999999999995,0.0,0.0,0.0,26.13,0.0,5755.11,2.0,2.0,4125.64,0.4832,0.0,0.0,0.0,0.0,0.0,3,1,10,0,0,49.0,97.0,66.0
2019-01-11,26173,21,289,0,753,0,0,55.0,88.0,88.0,0.0,2.9814035087719297,261.61,49.91,0.0,0.0,0.0,49.91,0.0,11452.02,2.017543859649123,2.017543859649123,11632.210000000001,0.4777,0.0,0.0,0.0,0.0,0.0,4,1,11,0,0,45.0,49.0,97.0
2019-01-12,26173,21,289,0,753,0,0,95.0,144.0,144.0,0.0,2.9762,428.40000000000003,46.23,0.0,0.0,0.0,46.23,0.0,18417.68,2.0,2.0,12998.9,0.4881,0.0,0.0,0.0,0.0,0.0,5,1,12,0,0,88.0,45.0,49.0
2019-01-13,26173,21,289,0,753,0,0,24.0,31.0,31.0,0.0,2.978,92.21000000000001,10.049999999999999,0.0,0.0,0.0,10.05,0.0,1960.91,2.0,2.0,1416.34,0.489,0.0,0.0,0.0,0.0,0.0,6,1,13,0,0,144.0,88.0,45.0
2019-01-14,26173,21,289,0,753,0,0,36.0,54.0,54.0,0.0,2.97,160.20000000000002,24.119999999999997,0.0,0.0,0.0,24.12,0.0,4713.15,2.0,2.0,3371.78,0.485,0.0,0.0,0.0,0.0,0.0,0,1,14,0,0,31.0,144.0,88.0
2019-01-15,26173,21,289,0,753,0,0,31.0,37.0,37.0,0.0,2.9803225806451614,110.27000000000001,10.049999999999999,0.0,0.0,0.0,10.05,0.0,2771.8,2.0,2.0,2002.35,0.4902,0.0,0.0,0.0,0.0,0.0,1,1,15,0,0,54.0,31.0,144.0
2019-01-16,26173,21,289,0,753,0,0,45.0,54.0,54.0,0.0,2.9756521739130433,160.68,22.11,0.0,0.0,0.0,22.11,0.0,4888.85,2.0,2.0,3508.49,0.4878,0.0,0.0,0.0,0.0,0.0,2,1,16,0,0,37.0,54.0,31.0
2019-01-17,26173,21,289,0,753,0,0,49.0,73.0,73.0,0.0,2.9711764705882353,217.01000000000002,32.16,0.0,0.0,0.0,32.16,0.0,5076.71,2.0,2.0,3585.9,0.4856,0.0,0.0,0.0,0.0,0.0,3,1,17,0,0,54.0,37.0,54.0
2019-01-18,26173,21,289,0,753,0,0,44.0,70.0,70.0,0.0,2.971739130434783,208.04000000000002,28.139999999999997,0.0,0.0,0.0,28.14,0.0,5219.72,2.0,2.0,3761.64,0.4859,0.0,0.0,0.0,0.0,0.0,4,1,18,0,0,73.0,54.0,37.0
2019-01-19,26173,21,289,0,753,0,0,70.0,96.0,96.0,0.0,2.971733333333334,285.43,45.88999999999999,0.0,0.0,0.0,45.89,0.0,12406.35,2.0,2.0,8846.12,0.4859,0.0,0.0,1.0,0.0,0.0,5,1,19,0,0,70.0,73.0,54.0
2019-01-20,26173,21,289,0,753,0,0,29.0,49.0,49.0,0.0,2.978,146.03,12.059999999999999,0.0,0.0,0.0,12.06,0.0,2345.35,2.0,2.0,1624.97,0.489,0.0,0.0,0.0,0.0,0.0,6,1,20,0,0,96.0,70.0,73.0
2019-01-21,26173,21,289,0,753,0,0,44.0,61.0,61.0,0.0,2.9775000000000005,181.78,18.419999999999998,0.0,0.0,0.0,18.42,0.0,4552.61,2.0,2.0,3173.86,0.4888,0.0,0.0,0.0,0.0,0.0,0,1,21,0,0,49.0,96.0,70.0
2019-01-22,26173,21,289,0,753,0,0,36.0,43.0,43.0,0.0,2.9754054054054055,127.91000000000001,18.089999999999996,0.0,0.0,0.0,18.09,0.0,4029.9300000000003,2.0,2.0,2987.5299999999997,0.4877,0.0,0.0,1.0,0.0,0.0,1,1,22,0,0,61.0,49.0,96.0
2019-01-23,26173,21,289,0,753,0,0,49.0,64.0,64.0,0.0,2.9752830188679247,190.52,26.129999999999995,0.0,0.0,0.0,26.13,0.0,5006.43,2.0,2.0,3417.25,0.4876,0.0,0.0,0.0,0.0,0.0,2,1,23,0,0,43.0,61.0,49.0
2019-01-24,26173,21,289,0,753,0,0,38.0,55.0,55.0,0.0,2.980526315789474,163.97,12.059999999999999,0.0,0.0,0.0,12.06,0.0,4404.21,2.0,2.0,3093.63,0.4903,0.0,0.0,0.0,0.0,0.0,3,1,24,0,0,64.0,43.0,61.0
2019-01-25,26173,21,289,0,753,0,0,41.0,61.0,61.0,0.0,2.975714285714286,181.31,20.099999999999998,0.0,0.0,0.0,20.1,0.0,11393.59,2.0,2.0,8131.4800000000005,0.4879,0.0,0.0,0.0,0.0,0.0,4,1,25,0,0,55.0,64.0,43.0
2019-01-26,26173,21,289,0,753,0,0,73.0,101.0,101.0,0.0,2.978,300.55,30.15,0.0,0.0,0.0,30.15,0.0,9868.51,2.0,2.0,6805.82,0.489,0.0,0.0,1.0,0.0,0.0,5,1,26,0,0,61.0,55.0,64.0
2019-01-27,26173,21,289,0,753,0,0,50.0,67.0,67.0,0.0,2.975192307692308,199.38,25.79,0.0,0.0,0.0,25.79,0.0,4703.67,2.0,2.0,3384.43,0.4876,0.0,0.0,1.0,0.0,0.0,6,1,27,0,0,101.0,61.0,55.0
2019-01-28,26173,21,289,0,753,0,0,44.0,56.0,56.0,0.0,2.9756521739130433,166.54000000000002,22.11,0.0,0.0,0.0,22.11,0.0,4170.04,2.0,2.0,2936.53,0.4878,0.0,0.0,0.0,0.0,0.0,0,1,28,0,0,67.0,101.0,61.0
2019-01-29,26173,21,289,0,753,0,0,41.0,54.0,54.0,0.0,2.9690697674418605,160.14000000000001,30.15,0.0,0.0,0.0,30.15,0.0,4869.92,2.0,2.0,3589.07,0.4845,0.0,0.0,0.0,0.0,0.0,1,1,29,0,0,56.0,67.0,101.0
2019-01-30,26173,21,289,0,753,0,0,42.0,57.0,57.0,0.0,2.9676744186046515,168.81,32.16,0.0,0.0,0.0,32.16,0.0,4496.35,2.0,2.0,3305.43,0.4838,0.0,0.0,0.0,0.0,0.0,2,1,30,0,0,54.0,56.0,67.0
2019-01-31,26173,21,289,0,753,0,0,55.0,77.0,77.0,0.0,2.966842105263158,228.13000000000002,44.209999999999994,0.0,0.0,0.0,44.21,0.0,8015.12,2.0,2.0,5627.02,0.4834,0.0,0.0,1.0,0.0,0.0,3,1,31,0,0,57.0,54.0,56.0
2019-02-01,26173,21,289,0,753,0,0,75.0,101.0,101.0,0.0,2.9688607594936713,299.48,56.10999999999999,0.0,0.0,0.0,56.11,0.0,14264.27,2.0,2.0,10286.2,0.4844,0.0,0.0,0.0,0.0,0.0,4,2,1,0,0,77.0,57.0,54.0
2019-02-02,26173,21,289,0,753,0,0,143.0,205.0,205.0,0.0,2.4826315789473683,508.13,84.41999999999999,0.0,0.0,0.0,84.42,0.0,30616.72,2.0,2.0,22223.88,0.2413,0.0,0.0,1.0,0.0,0.0,5,2,2,0,0,101.0,77.0,57.0
2019-02-03,26173,21,289,0,753,0,0,24.0,35.0,35.0,0.0,2.472,86.4,18.089999999999996,0.0,0.0,0.0,18.09,0.0,3035.87,2.0,2.0,2220.81,0.236,0.0,0.0,0.0,0.0,0.0,6,2,3,0,0,205.0,101.0,77.0
2019-02-04,26173,21,289,0,753,0,0,34.0,45.0,45.0,0.0,2.4771428571428573,111.4,18.089999999999996,0.0,0.0,0.0,18.09,0.0,4317.65,2.0,2.0,3076.15,0.2386,0.0,0.0,0.0,0.0,0.0,0,2,4,0,0,35.0,205.0,101.0
2019-02-05,26173,21,289,0,753,0,0,38.0,51.0,51.0,0.0,2.4720512820512823,126.09,28.139999999999997,0.0,0.0,0.0,28.14,0.0,8118.5599999999995,2.0,2.0,5925.99,0.236,0.0,1.0,1.0,0.0,0.0,1,2,5,0,0,45.0,35.0,205.0
2019-02-06,26173,21,289,0,753,0,0,52.0,78.0,78.0,0.0,2.4742592592592594,192.92000000000002,34.169999999999995,0.0,0.0,0.0,34.17,0.0,8898.97,2.0,2.0,6443.3099999999995,0.2371,0.0,0.0,1.0,0.0,0.0,2,2,6,0,0,51.0,45.0,35.0
2019-02-07,26173,21,289,0,753,0,0,48.0,79.0,79.0,0.0,2.474,195.36,32.16,0.0,0.0,0.0,32.16,0.0,8927.93,2.0,2.0,6556.39,0.237,0.0,0.0,1.0,0.0,0.0,3,2,7,0,0,78.0,51.0,45.0
2019-02-08,26173,21,289,0,753,0,0,41.0,64.0,64.0,0.0,2.471521739130435,158.16,34.169999999999995,0.0,0.0,0.0,34.17,0.0,6927.34,2.0,2.0,4969.63,0.2358,0.0,0.0,0.0,0.0,0.0,4,2,8,0,0,79.0,78.0,51.0
2019-02-09,26173,21,289,0,753,0,0,129.0,172.0,172.0,0.0,2.476666666666667,426.13,72.35999999999999,0.0,0.0,0.0,72.36,0.0,30004.57,2.0,2.0,21423.1,0.2383,0.0,0.0,0.0,0.0,0.0,5,2,9,0,0,64.0,79.0,78.0
2019-02-10,26173,21,289,0,753,0,0,67.0,106.0,106.0,0.0,2.476619718309859,262.59000000000003,38.19,0.0,0.0,0.0,38.19,0.0,6619.87,2.0,2.0,4851.9400000000005,0.2383,0.0,0.0,0.0,0.0,0.0,6,2,10,0,0,172.0,64.0,79.0
2019-02-11,26173,21,289,0,753,0,0,51.0,71.0,71.0,0.0,2.4772549019607846,175.89000000000001,26.129999999999995,0.0,0.0,0.0,26.13,0.0,5345.23,2.0,2.0,3732.04,0.2386,0.0,0.0,0.0,0.0,0.0,0,2,11,0,0,106.0,172.0,64.0
2019-02-12,26173,21,289,0,753,0,0,35.0,54.0,54.0,0.0,2.476842105263158,133.51000000000002,20.099999999999998,0.0,0.0,0.0,20.1,0.0,4711.17,2.0,2.0,3355.37,0.2384,0.0,0.0,1.0,0.0,0.0,1,2,12,0,0,71.0,106.0,172.0
2019-02-13,26173,21,289,0,753,0,0,42.0,53.0,53.0,0.0,2.478372093023256,131.17000000000002,20.099999999999998,0.0,0.0,0.0,20.1,0.0,7320.88,2.0,2.0,5213.95,0.2392,0.0,1.0,0.0,0.0,0.0,2,2,13,0,0,54.0,71.0,106.0
2019-02-14,26173,21,289,0,753,0,0,35.0,51.0,51.0,0.0,2.480277777777778,126.29,14.069999999999999,0.0,0.0,0.0,14.07,0.0,4206.79,2.0,2.0,3079.55,0.2401,0.0,0.0,0.0,0.0,0.0,3,2,14,0,0,53.0,54.0,71.0
2019-02-15,26173,21,289,0,753,0,0,55.0,193.0,193.0,0.0,1.9882456140350877,383.75,30.15,0.0,0.0,0.0,30.15,0.0,10726.49,1.5087719298245614,1.5087719298245614,7964.66,0.3178,0.0,0.0,2.0,0.0,0.0,4,2,15,0,0,51.0,53.0,54.0
2019-02-16,26173,21,289,0,753,0,0,96.0,150.0,150.0,0.0,1.9772815533980581,296.35,66.08,0.0,0.0,0.0,66.08,0.0,15649.07,1.5,1.5,10972.18,0.3182,0.0,0.0,0.0,0.0,0.0,5,2,16,0,0,193.0,51.0,53.0
2019-02-17,26173,21,289,0,753,0,0,54.0,69.0,69.0,0.0,1.9814285714285713,136.55,24.119999999999997,0.0,0.0,0.0,24.12,0.0,5128.85,1.5,1.5,3575.51,0.321,0.0,0.0,0.0,0.0,0.0,6,2,17,0,0,150.0,193.0,51.0
2019-02-18,26173,21,289,0,753,0,0,48.0,74.0,74.0,0.0,1.9812,146.26,22.11,0.0,0.0,0.0,22.11,0.0,4656.53,1.5,1.5,3258.28,0.3208,0.0,0.0,1.0,0.0,0.0,0,2,18,0,0,69.0,150.0,193.0
2019-02-19,26173,21,289,0,753,0,0,37.0,61.0,61.0,0.0,1.983170731707317,121.07,14.069999999999999,0.0,0.0,0.0,14.07,0.0,3264.49,1.5,1.5,2469.08,0.3221,0.0,0.0,2.0,0.0,0.0,1,2,19,0,0,74.0,69.0,150.0
2019-02-20,26173,21,289,0,753,0,0,57.0,90.0,90.0,0.0,1.9764516129032257,177.62,42.209999999999994,0.0,0.0,0.0,42.21,0.0,8139.9,1.5,1.5,5936.51,0.3176,0.0,0.0,0.0,0.0,0.0,2,2,20,0,0,61.0,74.0,69.0
2019-02-21,26173,21,289,0,753,0,0,57.0,78.0,78.0,0.0,1.9782758620689653,154.14,34.169999999999995,0.0,0.0,0.0,34.17,0.0,5861.28,1.5,1.5,4312.44,0.3189,0.0,0.0,0.0,0.0,0.0,3,2,21,0,0,90.0,61.0,74.0
2019-02-22,26173,21,289,0,753,0,0,64.0,101.0,101.0,0.0,1.974705882352941,199.23,52.25999999999999,0.0,0.0,0.0,52.26,0.0,7886.02,1.5,1.5,5804.84,0.3165,0.0,0.0,0.0,0.0,0.0,4,2,22,0,0,78.0,90.0,61.0
2019-02-23,26173,21,289,0,753,0,0,98.0,130.0,130.0,0.0,1.9848514851485148,257.94,26.129999999999995,0.0,0.0,0.0,26.13,0.0,18552.32,1.5,1.5,13442.89,0.3232,0.0,1.0,1.0,0.0,0.0,5,2,23,0,0,101.0,78.0,90.0
2019-02-24,26173,21,289,0,753,0,0,60.0,83.0,83.0,0.0,1.99,165.17,0.0,0.0,0.0,0.0,0.0,0.0,5899.1,1.5,1.5,4244.57,0.3267,0.0,0.0,0.0,0.0,0.0,6,2,24,0,0,130.0,101.0,78.0
2019-02-25,26173,21,289,0,753,0,0,46.0,55.0,55.0,0.0,1.9891666666666667,109.41,2.01,0.0,0.0,0.0,2.01,0.0,5421.38,1.5,1.5,3972.77,0.3261,0.0,0.0,0.0,0.0,0.0,0,2,25,0,0,83.0,130.0,101.0
2019-02-26,26173,21,289,0,753,0,0,53.0,71.0,71.0,0.0,1.982,140.69,22.11,0.0,0.0,0.0,22.11,0.0,8168.94,1.5,1.5,5785.08,0.3213,0.0,0.0,0.0,0.0,0.0,1,2,26,0,0,55.0,83.0,130.0
2019-02-27,26173,21,289,0,753,0,0,28.0,36.0,36.0,0.0,1.985862068965517,71.44,6.029999999999999,0.0,0.0,0.0,6.03,0.0,3531.86,1.5,1.5,2516.3,0.3239,0.0,0.0,1.0,0.0,0.0,2,2,27,0,0,71.0,55.0,83.0
2019-02-28,26173,21,289,0,753,0,0,51.0,69.0,69.0,0.0,1.9818518518518518,136.67,22.11,0.0,0.0,0.0,22.11,0.0,7942.05,1.5,1.5,5757.65,0.3212,0.0,0.0,0.0,0.0,0.0,3,2,28,0,0,36.0,71.0,55.0
2019-03-01,26173,21,289,0,753,0,0,70.0,124.0,124.0,0.0,1.9774999999999998,245.1,47.739999999999995,0.0,0.0,0.0,47.74,0.0,18291.98,1.5,1.5,13964.29,0.3183,0.0,1.0,1.0,0.0,0.0,4,3,1,0,0,69.0,36.0,71.0
2019-03-02,26173,21,289,0,753,0,0,123.0,172.0,172.0,0.0,1.9808661417322835,340.12,58.28999999999999,0.0,0.0,0.0,58.29,0.0,31422.07,1.5,1.5,22521.38,0.3206,0.0,0.0,0.0,0.0,0.0,5,3,2,0,0,124.0,69.0,36.0
2019-03-03,26173,21,289,0,753,0,0,76.0,115.0,115.0,0.0,1.980379746835443,227.29,38.19,0.0,0.0,0.0,38.19,0.0,8417.89,1.5,1.5,5904.26,0.3203,0.0,0.0,0.0,0.0,0.0,6,3,3,0,0,172.0,124.0,69.0
2019-03-04,26173,21,289,0,753,0,0,87.0,120.0,120.0,0.0,1.982888888888889,237.48,32.16,0.0,0.0,0.0,32.16,0.0,14717.68,1.5,1.5,10622.48,0.3219,0.0,0.0,2.0,0.0,0.0,0,3,4,0,0,115.0,172.0,124.0
2019-03-05,26173,21,289,0,753,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5,0,0,120.0,115.0,172.0
2019-03-06,26173,21,289,0,753,0,0,41.0,51.0,51.0,0.0,1.9823809523809526,101.09,16.08,0.0,0.0,0.0,16.08,0.0,9874.16,1.5,1.5,7174.3,0.3216,0.0,0.0,0.0,0.0,0.0,2,3,6,0,0,0.0,120.0,115.0
2019-03-07,26173,21,289,0,753,0,0,60.0,87.0,87.0,0.0,1.9819047619047618,172.22,25.879999999999995,0.0,0.0,0.0,25.88,0.0,12963.3,1.5,1.5,9318.81,0.3213,0.0,0.0,0.0,0.0,0.0,3,3,7,0,0,51.0,0.0,120.0
2019-03-08,26173,21,289,0,753,0,0,73.0,116.0,116.0,0.0,1.9798666666666669,229.44,38.19,0.0,0.0,0.0,38.19,0.0,14489.25,1.5,1.5,10712.12,0.3199,0.0,0.0,1.0,0.0,0.0,4,3,8,0,0,87.0,51.0,0.0
2019-03-09,26173,21,289,0,753,0,0,101.0,147.0,147.0,0.0,1.977927927927928,290.64,67.58999999999999,0.0,0.0,0.0,67.59,0.0,31108.9,1.5,1.5,22780.03,0.3186,0.0,0.0,0.0,0.0,0.0,5,3,9,0,0,116.0,87.0,51.0
2019-03-10,26173,21,289,0,753,0,0,50.0,64.0,64.0,0.0,1.9766666666666668,126.36,34.169999999999995,0.0,0.0,0.0,34.17,0.0,4866.02,1.5,1.5,3468.33,0.3178,0.0,0.0,0.0,0.0,0.0,6,3,10,0,0,147.0,116.0,87.0
2019-03-11,26173,21,289,0,753,0,0,50.0,77.0,77.0,0.0,1.9751851851851852,151.99,40.199999999999996,0.0,0.0,0.0,40.2,0.0,8064.02,1.5,1.5,5958.55,0.3168,0.0,0.0,0.0,0.0,0.0,0,3,11,0,0,64.0,147.0,116.0
2019-03-12,26173,21,289,0,753,0,0,44.0,65.0,65.0,0.0,1.9772340425531914,128.35,30.15,0.0,0.0,0.0,30.15,0.0,7194.5,1.5,1.5,5248.1,0.3182,0.0,0.0,0.0,0.0,0.0,1,3,12,0,0,77.0,64.0,147.0
2019-03-13,26173,21,289,0,753,0,0,35.0,55.0,55.0,0.0,1.9791891891891893,108.65,20.099999999999998,0.0,0.0,0.0,20.1,0.0,4698.38,1.5,1.5,3285.76,0.3195,0.0,0.0,0.0,0.0,0.0,2,3,13,0,0,65.0,77.0,64.0
2019-03-14,26173,21,289,0,753,0,0,37.0,57.0,57.0,0.0,1.9787179487179487,112.59,22.11,0.0,0.0,0.0,22.11,0.0,6140.77,1.5,1.5,4262.25,0.3191,0.0,0.0,0.0,0.0,0.0,3,3,14,0,0,55.0,65.0,77.0
2019-03-15,26173,21,289,0,753,0,0,55.0,83.0,83.0,0.0,1.9755172413793103,164.17,42.209999999999994,0.0,0.0,0.0,42.21,0.0,7449.23,1.5,1.5,5355.27,0.317,0.0,0.0,0.0,0.0,0.0,4,3,15,0,0,57.0,55.0,65.0
2019-03-16,26173,21,289,0,753,0,0,98.0,175.0,175.0,0.0,1.9799999999999998,346.46,54.019999999999996,0.0,0.0,0.0,54.02,0.0,22853.66,1.5,1.5,15788.75,0.32,0.0,0.0,2.0,0.0,0.0,5,3,16,0,0,83.0,57.0,55.0
2019-03-17,26173,21,289,0,753,0,0,68.0,121.0,121.0,0.0,1.9834246575342465,240.03,24.119999999999997,0.0,0.0,0.0,24.12,0.0,5727.92,1.5,1.5,4053.29,0.3223,0.0,0.0,1.0,0.0,0.0,6,3,17,0,0,175.0,83.0,57.0
2019-03-18,26173,21,289,0,753,0,0,32.0,46.0,46.0,0.0,1.9778787878787878,90.89999999999999,20.099999999999998,0.0,0.0,0.0,20.1,0.0,3705.27,1.5,1.5,2659.49,0.3186,0.0,0.0,0.0,0.0,0.0,0,3,18,0,0,121.0,175.0,83.0
2019-03-19,26173,21,289,0,753,0,0,39.0,47.0,47.0,0.0,1.9780000000000002,92.89,24.119999999999997,0.0,0.0,0.0,24.12,0.0,3825.61,1.5,1.5,2720.75,0.3187,0.0,0.0,0.0,0.0,0.0,1,3,19,0,0,46.0,121.0,175.0
2019-03-20,26173,21,289,0,753,0,0,40.0,60.0,60.0,0.0,1.9806976744186047,118.8,20.099999999999998,0.0,0.0,0.0,20.1,0.0,4713.4400000000005,1.5,1.5,3353.27,0.3205,0.0,0.0,0.0,0.0,0.0,2,3,20,0,0,47.0,46.0,121.0
2019-03-21,26173,21,289,0,753,0,0,34.0,47.0,47.0,0.0,1.9794594594594592,92.98,19.599999999999998,0.0,0.0,0.0,19.6,0.0,4611.54,1.5,1.5,3374.57,0.3196,0.0,0.0,0.0,0.0,0.0,3,3,21,0,0,60.0,47.0,46.0
2019-03-22,26173,21,289,0,753,0,0,42.0,65.0,65.0,0.0,1.9784444444444444,128.39,26.129999999999995,0.0,0.0,0.0,26.13,0.0,6262.9400000000005,1.5,1.5,4613.89,0.319,0.0,0.0,1.0,0.0,0.0,4,3,22,0,0,47.0,60.0,47.0
2019-03-23,26173,21,289,0,753,0,0,94.0,136.0,136.0,0.0,1.976,268.56,70.35,0.0,0.0,0.0,70.35,0.0,16505.62,1.5,1.5,11916.99,0.3173,0.0,0.0,0.0,0.0,0.0,5,3,23,0,0,65.0,47.0,60.0
2019-03-24,26173,21,289,0,753,0,0,55.0,98.0,98.0,0.0,1.9780701754385965,193.46,34.169999999999995,0.0,0.0,0.0,34.17,0.0,5322.63,1.5,1.5,3878.74,0.3187,0.0,0.0,0.0,0.0,0.0,6,3,24,0,0,136.0,65.0,47.0
2019-03-25,26173,21,289,0,753,0,0,28.0,39.0,39.0,0.0,1.978,77.09,18.089999999999996,0.0,0.0,0.0,18.09,0.0,2670.36,1.5,1.5,1914.09,0.3187,0.0,0.0,0.0,0.0,0.0,0,3,25,0,0,98.0,136.0,65.0
2019-03-26,26173,21,289,0,753,0,0,43.0,73.0,73.0,0.0,1.9800000000000002,144.59,22.11,0.0,0.0,0.0,22.11,0.0,5337.92,1.5,1.5,3841.7799999999997,0.32,0.0,0.0,0.0,0.0,0.0,1,3,26,0,0,39.0,98.0,136.0
2019-03-27,26173,21,289,0,753,0,0,59.0,73.0,73.0,0.0,1.9806153846153847,144.42,30.659999999999997,0.0,0.0,0.0,30.66,0.0,6436.06,1.5,1.5,4775.25,0.3204,0.0,0.0,0.0,0.0,0.0,2,3,27,0,0,73.0,39.0,98.0
2019-03-28,26173,21,289,0,753,0,0,52.0,70.0,70.0,0.0,1.974,138.06,44.22,0.0,0.0,0.0,44.22,0.0,7097.51,1.5,1.5,5150.1900000000005,0.316,0.0,0.0,1.0,0.0,0.0,3,3,28,0,0,73.0,73.0,39.0
2019-03-29,26173,21,289,0,753,0,0,70.0,99.0,99.0,0.0,1.9773972602739724,195.57,46.23,0.0,0.0,0.0,46.23,0.0,15811.06,1.5,1.5,11473.57,0.3183,0.0,0.0,0.0,0.0,0.0,4,3,29,0,0,70.0,73.0,73.0
2019-03-30,26173,21,289,0,753,0,0,123.0,192.0,192.0,0.0,1.9769696969696968,379.0,86.42999999999999,0.0,0.0,0.0,86.43,0.0,28304.71,1.5,1.5,20717.829999999998,0.318,0.0,0.0,0.0,0.0,0.0,5,3,30,0,0,99.0,70.0,73.0
2019-03-31,26173,21,289,0,753,0,0,62.0,106.0,106.0,0.0,1.9803225806451612,209.63,29.979999999999997,0.0,0.0,0.0,29.98,0.0,7372.01,1.5,1.5,5376.4800000000005,0.3202,0.0,0.0,0.0,0.0,0.0,6,3,31,0,0,192.0,99.0,70.0
2019-04-01,26173,21,289,0,753,0,0,52.0,69.0,69.0,0.0,1.9792592592592593,136.46,29.4,0.0,0.0,0.0,29.4,0.0,11062.78,1.5,1.5,7931.54,0.3195,0.0,0.0,0.0,0.0,0.0,0,4,1,0,0,106.0,192.0,99.0
2019-04-02,26173,21,289,0,753,0,0,44.0,64.0,64.0,0.0,1.9786666666666666,126.52,25.879999999999995,0.0,0.0,0.0,25.88,0.0,8336.94,1.5,1.5,6058.54,0.3191,0.0,0.0,0.0,0.0,0.0,1,4,2,0,0,69.0,106.0,192.0
2019-04-03,26173,21,289,0,753,0,0,47.0,61.0,61.0,0.0,1.9804,120.75,24.119999999999997,0.0,0.0,0.0,24.12,0.0,6884.24,1.5,1.5,5013.95,0.3203,0.0,0.0,1.0,0.0,0.0,2,4,3,0,0,64.0,69.0,106.0
2019-04-04,26173,21,289,0,753,0,0,46.0,61.0,61.0,0.0,1.9780851063829787,120.51,28.139999999999997,0.0,0.0,0.0,28.14,0.0,11321.37,1.5,1.5,8205.43,0.3187,0.0,0.0,0.0,0.0,0.0,3,4,4,0,0,61.0,64.0,69.0
2019-04-05,26173,21,289,0,753,0,0,56.0,91.0,91.0,0.0,1.9783870967741934,179.85,36.17999999999999,0.0,0.0,0.0,36.18,0.0,15098.09,1.5,1.5,11527.77,0.3189,0.0,0.0,1.0,0.0,0.0,4,4,5,0,0,61.0,61.0,64.0
2019-04-06,26173,21,289,0,753,0,0,130.0,167.0,167.0,0.0,1.9775373134328358,330.14,84.16999999999999,0.0,0.0,0.0,84.17,0.0,31166.56,1.5,1.5,22272.78,0.3184,0.0,1.0,0.0,0.0,0.0,5,4,6,0,0,91.0,61.0,61.0
